track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
7259	571834	10149034	646	503	4	0	7.0	2
1157362	3522217	6211754	6246	3946	220	12	9.8655	119
1157358	1531020	3319512	3052	2064	74	2	9.873	63
1194315	1070030	3036631	1767	1015	26	0	6.0	3
1093792	758911	2954989	1323	774	168	7	8.1429	7
354778	356531	2798285	1568	691	52	22	7.3333	6
206596	118642	2359922	232	96	4	0	7.3333	3
1093794	324656	2245197	1065	630	135	12	8.7143	7
1180601	1872113	2152656	246	135	5	0	0.0	1
415590	52151	1997334	616	321	12	0	8.0	5
171574	109833	1697726	599	260	15	0	7.6	5
1051196	41186	1691091	327	189	17	0	8.0	2
1119024	235959	1618143	611	392	5	0	9.0	3
242384	75705	1427741	2359	894	23	2	7.25	4
1051197	226408	1416124	550	309	76	2	9.0	6
43886	340593	1408257	2860	1498	24	1	8.6667	6
145968	200004	1405300	895	535	8	0	8.0	2
172031	261594	1354497	637	357	9	4	8.0	4
135660	293904	1295307	691	366	9	6	8.0	2
1157361	270532	1245194	1184	694	33	1	8.0	2
1187970	120629	1154329	736	505	2	0	8.0	2
1176656	206851	1135550	1662	1059	2	0	7.5	4
1009671	47730	1135303	219	103	9	4	9.0	4
1053845	33908	1127108	350	229	2	0	8.0	2
1009672	12852	1115483	131	43	4	0	8.0	2
1036934	202510	1110448	379	181	68	5	8.625	8
1194312	40174	1106282	397	224	21	1	8.0	2
1357118	35772	1091840	280	158	0	0	7.5	2
1093795	78869	1071310	543	320	27	3	8.6667	3
5340	532810	1062857	7053	5108	31	2	6.25	4
457120	36327	1027065	1086	519	21	0	7.0	4
35349	104661	1021824	2216	825	9	1	7.25	4
1356349	16296	1015926	57	25	0	0	7.0	2
135657	31669	1013117	1069	378	11	4	6.75	4
1162014	378246	1004512	1162	718	23	1	7.2	5
1051207	7020	996954	309	145	9	0	8.5	4
5339	406631	981709	7241	5048	53	3	6.6	5
7247	27175	963694	765	583	12	2	8.0	2
1157360	81479	939503	825	532	27	0	9.7647	17
174393	43950	930903	416	218	17	4	6.6667	3
592180	118808	922826	1340	661	11	0	8.75	4
296235	22500	892422	738	447	12	1	7.0	2
439178	15227	886344	77	44	2	0	7.0	2
415600	21290	873719	332	194	1	0	8.0	2
1357120	9825	869088	13	4	0	0	7.0	2
945196	23103	866682	304	187	2	0	7.0	2
1211603	49323	858485	120	80	0	0	8.0	2
1121390	21150	856797	265	157	4	0	8.0	2
1093793	74790	842841	756	471	62	5	8.4286	7
108303	13174	840034	386	196	23	0	8.25	4
510027	6996	826705	247	131	1	0	8.0	2
1211601	14990	824842	155	74	2	1	5.3333	3
172021	81360	820562	577	250	17	9	7.0	3
1036435	23982	819081	627	418	13	1	8.75	4
1009675	4730	815102	81	28	3	0	8.0	2
1169699	13420	813198	74	33	1	0	7.0	2
510028	47347	809854	356	206	34	11	8.0	2
145945	60949	809560	617	412	3	0	8.0	2
177570	100541	805308	693	269	7	1	7.5	4
1254630	436061	789381	1049	652	53	3	8.25	4
242640	24178	787486	1484	941	8	0	9.0	3
1051198	77949	770038	139	70	4	1	8.0	2
208939	6746	767790	117	49	5	0	7.0	2
1097943	88607	764320	247	126	42	2	8.6667	3
1107251	210027	749356	1003	524	81	13	9.3846	13
457127	45930	746313	610	322	1	0	8.0	2
415605	11786	740682	270	114	1	0	8.0	2
357192	59574	737311	297	132	15	9	8.0	2
348881	38525	720304	381	191	19	0	7.25	4
1194317	26511	720161	408	250	7	0	8.0	3
181523	12427	710772	282	113	4	0	8.0	3
741317	17909	707486	269	109	3	0	8.0	2
364090	9097	704331	563	308	7	2	8.0	2
172018	47063	703230	486	278	12	3	8.0	2
945192	31263	695952	388	230	2	0	8.0	2
1051201	14456	690004	237	134	3	0	8.2	5
261271	31301	689089	577	268	10	0	8.6	5
945199	18566	681131	370	225	6	0	8.0	2
402055	99488	680389	1810	782	29	0	0.0	0
1169718	352751	674432	1177	676	22	1	9.0	3
437795	3886	671975	123	61	2	0	8.0	2
242410	43563	662457	1190	768	8	0	8.0	2
1054396	38038	658863	252	137	17	5	8.0	2
364088	38432	657073	656	348	4	0	6.6667	3
1313073	394439	651356	2167	1435	2	0	9.3333	3
1135703	63484	642080	260	123	52	4	7.5	2
208937	5913	636006	140	64	2	0	8.0	2
415597	9315	627252	275	141	2	0	8.0	3
323090	1411	627016	45	19	2	1	8.0	2
378305	12687	621110	137	53	4	0	8.5	2
33323	7722	608116	199	116	2	0	7.0	2
457118	15013	603825	709	414	7	0	9.0	3
1267288	499545	602842	596	333	4	0	0.0	0
243172	8810	600452	1124	751	1	0	8.0	2
356417	20862	600141	137	60	6	0	8.0	2
1009673	9882	598148	149	65	5	1	8.0	3
1009674	28073	582412	162	65	5	1	7.75	4
437793	4379	575113	149	76	6	1	8.6667	3
1408401	37998	573384	533	292	0	0	8.0	1
1334807	269744	572532	3198	1858	0	0	7.5	8
353341	21740	571936	634	203	6	3	8.6667	3
373793	14871	567893	40	13	0	1	8.0	2
242738	7752	563823	1108	719	2	0	8.0	2
1296198	179230	563473	2362	1073	10	0	4.8	5
6719	26580	555511	981	594	5	0	8.0	2
457119	6301	551328	499	278	4	1	8.0	2
296237	12830	544288	577	307	7	0	6.3333	3
1156054	21064	541254	410	232	12	1	9.6667	3
500970	19270	541244	221	105	12	2	8.0	4
1187979	20026	540735	39	14	3	0	8.0	2
43984	7006	539258	146	79	3	0	8.0	2
6721	10654	538286	933	593	4	0	8.0	2
945193	30414	533923	181	103	1	0	9.0	3
356441	9175	530432	146	79	4	0	8.0	2
1135054	54202	530046	516	303	3	0	8.0	2
259288	33924	528316	461	231	4	2	7.0	3
242349	12660	527486	1148	747	0	0	8.0	2
1245192	13321	526623	271	106	0	0	8.0	1
330650	34396	522211	187	106	8	2	8.0	2
48721	17141	521331	335	140	3	0	7.0	3
1169701	12073	520867	48	22	2	0	8.0	3
172015	15381	517261	357	199	5	3	8.6667	3
1312858	44541	514363	119	73	1	0	8.5	4
243734	6077	510951	1116	722	4	0	8.0	2
437791	4366	510175	205	96	4	1	8.0	2
11839	12584	505581	970	575	13	1	8.6667	3
35350	14816	504639	1163	763	1	0	6.0	3
1327741	35600	503941	276	184	0	0	9.0	1
1275424	8099	503512	111	65	2	0	8.0	2
1188123	4084	499865	31	11	0	0	8.0	1
7257	38357	498784	1390	676	5	1	7.0	3
376419	8668	495252	127	42	5	0	8.0	2
145949	24472	495143	1126	491	9	1	8.0	2
1254633	9914	493680	115	65	2	0	8.0	2
1138689	33057	492504	496	288	30	1	9.0	3
1162034	21490	485097	161	83	1	0	8.0	2
296238	17428	482386	582	327	26	1	7.0	2
1173652	74371	474119	1301	724	16	0	5.0	2
1245189	7924	473257	117	51	0	0	9.0	2
785423	133610	468743	1771	796	51	1	8.4	5
1138697	4689	461665	117	71	0	0	8.0	2
187621	44453	458540	414	218	1	0	8.0	2
1218780	9230	456931	139	85	3	0	8.0	2
132870	7750	454403	109	39	5	0	8.6667	3
7096	14775	453793	112	58	0	0	8.0	2
33324	11780	452823	252	157	1	0	8.6667	3
1138688	4963	452130	89	53	1	0	8.0	2
1245183	12117	448079	116	52	0	0	8.0	5
330655	6550	447482	87	41	1	0	8.0	2
304775	8154	446049	105	46	0	0	7.0	2
43988	2804	441500	137	78	1	0	8.0	2
1211608	15346	438724	135	68	0	0	8.0	2
1245186	7130	437780	164	62	1	0	6.0	2
305160	17112	434822	179	84	3	1	8.0	2
259285	8286	432096	445	221	2	0	7.0	2
135659	11655	425030	608	328	5	0	8.0	2
1254634	10024	424769	287	182	2	0	8.0	2
83867	4459	424157	161	72	4	1	8.0	2
103892	5731	421331	139	54	0	0	4.0	3
172023	38098	420995	372	210	7	3	8.0	2
212013	13260	418982	291	108	8	2	7.3333	3
296236	11277	418271	608	349	3	3	7.0	2
785426	80492	416872	1742	759	34	1	8.4	5
43987	2037	416823	135	76	0	0	8.0	2
1086667	6939	413351	149	93	7	0	8.0	2
1245191	1434	413346	15	7	0	0	10.0	1
6722	21881	412192	1130	726	7	0	8.0	2
11751	6514	410953	257	156	2	0	8.0	2
305163	14507	408312	174	80	2	0	8.0	2
43882	9374	407746	1266	888	8	0	8.0	3
1054342	3496	406138	76	46	2	0	8.0	2
1054343	3527	403470	112	74	0	0	8.0	2
1051378	71268	392155	264	129	29	3	8.2	5
1199044	14568	390918	74	33	1	0	8.0	2
357330	129303	384509	145	66	1	0	8.0	2
43990	6767	384067	179	103	2	0	8.0	2
264261	30524	384059	74	27	1	0	8.0	2
360978	12043	382460	382	194	1	0	8.0	2
389520	5199	381879	94	33	3	1	8.0	2
500978	83880	380717	55	19	2	0	8.0	2
1356313	5645	379774	29	15	0	0	6.5	2
1245181	3273	379741	14	5	0	0	0.0	0
1386744	78473	379712	232	137	0	0	7.0	2
66942	18069	377144	1271	740	14	0	6.3333	3
1194314	7210	376451	193	91	7	0	8.5	2
957463	24065	375913	321	166	2	0	8.0	2
1124837	74613	374529	780	404	1	0	9.0	2
33326	5597	374506	197	125	1	0	4.0	3
1068667	79833	373316	885	571	188	4	9.2857	7
5341	103379	371700	6501	4947	25	3	4.0	1
1245187	1903	370857	25	7	0	0	8.0	1
94725	3557	369663	949	593	3	0	8.0	2
1057890	154458	368197	9	3	0	0	4.0	1
202741	2001	365996	46	24	0	0	8.0	2
357210	41301	363446	90	34	1	0	8.6667	3
171573	10015	363200	320	160	8	5	7.0	2
187622	3883	362936	224	122	1	0	8.0	2
25254	38783	359644	1547	775	8	1	8.0	3
415208	24262	359272	1082	658	5	0	8.0	4
1245185	2833	357055	18	7	0	0	9.0	2
428529	18686	356669	180	65	6	1	7.0	2
66945	5385	356239	980	666	2	0	8.0	2
1078392	35542	353520	261	147	45	1	8.0	2
405787	9744	352630	373	183	2	0	8.0	2
12303	24866	351873	1551	1077	18	0	8.25	4
957460	15887	351872	250	113	2	0	8.25	4
33322	12768	351368	324	186	24	2	8.0	2
145960	6623	349952	651	458	2	0	8.0	2
1174507	5275	349577	22	9	2	0	7.0	1
1162015	28548	349555	359	208	6	0	8.0	2
5347	186922	348719	6423	4940	16	0	7.0	2
259287	6398	347478	344	177	3	0	8.0	2
94736	3630	347045	902	558	3	0	8.0	2
187625	25194	346967	385	206	7	0	8.0	2
304773	27597	346808	134	53	3	1	8.0	2
83891	3058	345804	181	96	6	2	8.0	2
1245182	1144	344869	25	9	0	0	8.0	1
1051194	4084	344318	117	60	8	0	8.0	2
986589	2015	341713	72	39	1	0	8.0	2
1187965	10714	341156	103	50	1	0	8.0	2
293525	21800	340808	210	99	10	0	8.6667	3
1086668	9191	340437	167	110	8	0	8.0	2
785436	8350	339500	790	422	5	0	7.0	2
7360	16870	339464	1210	696	7	1	8.0	2
957458	8111	339460	262	159	2	0	8.5	4
1245188	1284	338254	13	4	0	0	0.0	0
1245190	709	336682	15	8	0	0	0.0	0
1245184	2093	335182	16	7	0	0	8.0	1
786937	8390	334292	375	234	0	0	8.0	2
792434	3708	332577	90	50	2	0	8.0	2
1136142	70144	330661	351	197	41	1	9.0	3
1122392	77655	327855	737	452	81	4	8.3333	3
1211600	1263	326273	31	19	2	0	8.0	2
700220	19254	324691	424	247	6	0	8.25	4
1066134	1052	324280	12	4	0	0	6.0	1
1162103	267093	322694	702	445	37	0	8.2	5
285381	9019	320925	111	55	1	1	0.0	0
957462	12951	320557	190	89	7	0	8.0	2
785415	14926	319791	874	469	5	0	8.0	2
35352	20613	318607	1098	732	1	0	7.6667	3
26432	59036	317963	1853	998	17	0	8.3333	6
1176716	27169	317938	485	336	1	0	8.0	1
11840	9037	316933	993	597	4	0	6.25	4
537116	14872	316055	397	228	2	0	9.0	2
383975	19221	314386	64	21	0	0	8.6667	3
357361	139279	314229	106	55	0	0	8.0	2
945200	36014	314219	487	294	7	0	7.3333	3
1156051	4730	313510	130	68	4	0	9.3333	3
1211599	2537	313434	47	28	1	0	8.0	2
101006	7590	312557	97	42	3	1	9.0	2
1086669	12919	310980	142	89	8	0	8.0	2
635960	5235	310811	164	70	0	0	8.0	2
357273	5365	310645	89	45	0	0	8.0	2
357365	19641	309645	118	58	0	0	8.0	2
5343	84735	309495	6530	4969	12	2	6.0	4
7359	17917	309198	1206	672	1	2	8.0	2
145964	11870	306870	828	536	68	9	8.6667	3
1143013	117341	306727	1657	1031	11	0	9.3333	3
579646	11351	306490	419	219	1	0	8.0	2
364840	19742	306007	38	14	1	0	8.0	2
1054344	3092	305454	35	15	0	0	8.0	2
461018	21023	304507	1072	544	12	0	8.0	1
741324	2695	303415	214	94	1	0	8.0	2
301358	20309	301820	118	51	7	0	7.0	2
636028	2773	300058	171	76	0	0	8.0	2
579639	104838	299885	466	231	1	0	8.0	2
1187978	65797	299043	119	67	4	0	8.0	2
579644	12912	298766	430	224	0	0	8.0	2
5345	74636	296850	6540	4968	18	2	0.0	0
357385	5371	296406	89	49	1	0	8.0	2
357314	12265	296336	99	50	0	0	8.0	2
178480	12079	296322	151	86	1	0	7.0	2
1156053	8805	295732	71	31	2	0	9.0	2
101190	17221	295694	88	47	5	0	9.0	2
1036439	34291	295109	316	192	37	0	8.0	2
636014	4860	295044	158	73	0	0	8.0	2
1211605	1781	294025	44	27	0	0	8.0	2
329518	19517	293891	41	11	0	0	7.0	2
33325	4996	293313	188	103	3	0	8.6667	3
1119018	9578	293073	86	50	2	0	8.0	2
11841	6350	292431	882	585	3	0	8.0	2
1167648	32746	291490	284	169	2	0	9.0	3
43983	4577	291125	184	88	1	2	8.0	2
1169710	35497	289233	226	117	0	0	8.0	3
1239507	11440	289182	166	108	0	0	7.0	2
1357128	5053	289180	26	12	0	0	7.0	2
1138691	1312	289052	36	17	1	0	8.0	2
6730	5240	288385	853	577	2	0	8.0	2
1176657	4273	287562	64	35	0	0	8.0	2
364087	7206	285639	542	296	2	0	7.0	2
1014955	66023	283832	360	177	32	2	7.4	5
12306	37250	283474	2026	1132	6	0	7.6	5
1143012	78722	282435	1125	489	10	0	8.0	3
357387	7188	281424	108	57	0	0	8.0	2
1163315	14073	281348	273	142	7	0	9.0	4
1254627	19243	281028	232	147	5	0	8.0	2
190781	12902	280517	158	69	9	1	9.25	4
5346	72708	278422	6565	4969	18	0	8.0	2
1211604	7266	277503	44	26	1	0	8.0	2
1078393	4954	277119	70	25	8	0	0.0	0
1356870	3121	276739	19	5	0	0	6.5	2
11842	4216	276351	868	583	2	0	8.0	2
500969	7851	275697	100	35	3	0	8.0	2
1054345	7610	275116	93	46	0	1	8.0	2
11845	6839	274617	922	597	5	0	8.0	2
178482	12389	273392	97	50	2	1	7.0	2
458248	9026	272608	148	76	0	0	8.0	2
785425	25473	272391	942	481	12	0	9.25	4
1143155	42244	271175	969	651	11	0	8.0	2
1090143	19048	271135	125	73	0	0	8.0	1
15171	25702	269751	1785	1338	4	2	7.0	2
244237	4665	269461	1082	710	2	0	8.0	2
1108554	48304	268417	718	481	47	2	8.0	2
457082	13855	267584	643	342	6	1	8.0	2
1356868	671	267085	7	0	0	0	6.5	2
1235608	13683	267020	137	79	0	0	8.6667	3
1211607	755	266309	35	21	0	0	8.0	2
975624	98210	266300	157	72	10	8	8.0	2
306199	23957	266147	22	12	0	0	0.0	0
617342	18074	265893	78	40	1	1	7.3333	3
617335	12015	264973	60	31	0	0	8.0	2
5342	64281	264166	6343	4914	7	0	4.0	1
354818	11274	264007	219	106	3	0	7.0	2
1211606	1168	263270	30	16	0	0	8.0	2
1356854	1113	261834	7	0	0	0	6.5	2
1294742	3509	260161	40	12	0	0	6.0	1
1293999	10842	260055	113	55	0	0	9.0	2
356420	37054	259938	127	70	3	1	8.0	2
1235602	14104	259455	148	74	1	0	8.0	2
329515	8675	259153	75	16	2	0	5.0	4
865116	31683	258932	188	87	7	0	10.0	2
1180593	99928	257688	60	26	0	0	0.0	0
6726	33658	257194	889	587	2	0	8.0	2
700224	12257	256059	406	228	5	1	7.3333	3
617330	43976	255690	71	37	0	0	8.0	2
1060600	13040	255541	61	27	0	0	7.0	1
500965	13778	254595	46	16	0	0	8.0	2
360983	3703	254529	349	179	0	0	8.0	2
361002	2632	254462	340	176	0	0	8.0	2
785414	40405	252101	977	505	17	1	5.25	4
1135707	1561	251198	31	12	3	0	10.0	1
617329	24832	250823	90	49	2	0	8.0	2
1307834	7953	250624	162	84	2	0	8.5	2
511074	3459	250301	127	60	5	0	8.0	2
12301	25317	249763	1626	1047	10	0	8.0	2
482275	2511	248546	286	139	1	0	8.0	2
1294740	10283	248425	239	117	0	0	7.3333	3
1214580	76887	247140	509	316	14	1	5.0	2
415596	12207	246534	286	173	5	2	8.0	2
1356312	604	246014	14	2	0	0	6.5	2
617341	6192	246003	35	13	1	0	6.0	3
1402647	43024	245973	719	483	0	0	10.0	1
344325	26408	244999	208	97	4	1	8.3333	3
408503	5495	244968	112	58	0	0	8.0	2
145958	23140	244788	687	455	9	2	8.5	4
1275455	13248	243278	199	112	2	0	8.0	2
296241	16668	243236	739	433	19	3	7.0	2
25379	66140	241932	1283	626	8	0	6.0	2
986583	678	241596	27	13	0	0	8.0	2
785413	27601	239223	892	445	7	1	8.0	2
174404	10149	238430	200	103	11	0	8.0	2
24837	8599	237216	296	150	2	0	8.0	2
1131366	23095	236647	62	28	0	0	8.0	2
1338443	20495	236201	315	188	0	0	10.0	3
785434	45468	235833	1205	642	26	1	8.5	4
359659	6487	235430	100	42	1	0	8.6667	3
1412340	23722	234596	481	316	0	0	8.0	1
1194311	9002	234471	216	109	11	0	8.0	2
1051205	5875	233783	152	83	12	0	8.0	2
1194313	31298	233486	388	237	10	0	7.6667	3
293612	3583	233222	94	34	1	0	8.6667	3
1356325	673	232650	13	3	0	0	6.5	2
1156057	6320	232619	106	54	5	0	9.0	2
1051199	39765	232571	367	179	27	2	9.25	4
1194316	251455	231261	489	275	48	3	8.6667	3
1162019	3529	230623	67	26	2	0	8.0	2
976784	4941	228749	172	120	1	0	8.0	2
26435	43636	228686	1153	667	1	0	8.0	3
1133831	361674	227151	328	165	56	14	6.75	4
146588	20843	227014	574	311	8	0	9.0	3
1166070	9455	226785	185	85	5	0	8.0	1
1418302	2420	225376	32	10	0	0	7.0	1
5089	19101	225153	268	128	3	0	6.3333	3
1119405	3298	224652	72	46	4	0	8.0	2
785420	25011	224269	1000	481	12	1	7.0	3
285504	11613	224220	106	59	4	0	8.0	2
24018	10587	223476	290	170	16	4	7.0	2
146589	25397	223090	376	192	5	2	9.0	3
1315725	1318	222919	35	19	0	0	8.0	1
132867	7618	222870	52	20	1	0	8.0	2
1307725	9324	222404	116	57	1	0	8.0	1
406262	4814	222140	380	204	0	0	8.0	2
1357117	1130	221830	17	3	0	0	7.5	2
416358	2867	221187	69	35	0	0	8.0	2
285434	8694	221165	141	79	4	1	8.0	2
397582	5548	221154	62	26	4	0	8.0	2
1357000	2130	221063	12	4	0	0	6.5	2
5344	67310	220773	6389	4932	7	1	6.0	1
1357005	840	220217	13	3	0	0	6.5	2
1036801	1404	219742	13	1	1	0	0.0	0
1051203	3622	219617	80	42	1	0	8.0	2
1066198	4259	219350	47	23	2	0	8.0	3
345141	19065	219021	127	80	0	0	8.0	2
229487	1269	218989	61	30	1	0	8.0	2
285383	7090	218777	97	52	2	0	8.0	2
1357012	564	218121	7	0	0	0	6.5	2
317695	3278	217825	99	42	3	2	7.6667	3
1341050	15495	217652	11	5	0	0	7.0	2
1079319	336602	217025	29	8	3	0	6.0	1
135661	13582	216804	542	293	2	1	7.0	2
1162102	28534	216786	860	527	24	0	9.3333	3
1307838	27049	215851	180	100	0	0	10.0	1
1313870	11722	215851	3	0	0	0	0.0	0
973498	7826	215673	147	81	0	0	8.0	2
945197	17869	215400	397	257	8	0	8.0	3
1357019	1268	214830	14	5	0	0	6.5	2
785435	26812	214276	959	504	8	0	7.0	2
172016	14210	214274	332	198	7	0	8.0	2
1278316	3290	214140	26	7	0	0	8.0	1
457117	3787	214049	480	274	1	0	8.0	2
500964	3559	213899	40	15	3	0	8.0	2
1356875	1211	213262	19	7	0	0	7.0	2
1168676	35835	213199	644	269	6	0	8.0	3
307395	31768	213044	145	79	10	0	8.0	2
1051202	3453	211620	123	65	5	0	8.0	2
510383	2529	211139	142	68	7	0	8.5	4
700217	22033	210964	642	276	20	0	8.0	2
1211484	1693	210930	25	6	1	0	6.0	1
780639	4302	209172	46	14	1	0	8.0	2
1293996	7389	209153	117	75	0	0	9.0	2
873817	4405	207492	209	130	1	0	8.0	2
459435	3802	206636	83	30	9	0	8.0	3
362371	38451	206022	95	43	4	0	8.0	2
132293	1532	205756	58	24	2	0	4.6667	3
127609	17369	205464	320	80	3	0	8.0	2
1356871	531	205069	8	1	0	0	6.0	2
1357022	1510	204873	18	5	0	0	7.0	2
976785	1808	204211	59	37	0	0	7.0	2
1320579	14985	203823	60	27	0	0	7.6667	3
25380	44711	202784	1135	642	6	0	0.0	0
123447	17766	201931	165	86	0	0	8.0	2
6729	7950	201517	891	595	3	0	7.3333	3
229459	1281	200111	61	26	2	0	7.0	2
1121847	249969	199389	213	97	67	11	8.3333	6
359657	6275	199270	135	69	0	0	8.6667	3
1357009	3016	197733	10	2	0	0	6.5	2
359653	11868	197581	206	105	1	0	8.6667	3
1357024	2734	197235	13	3	0	0	7.0	2
1294747	2160	196855	28	6	0	0	8.0	2
1341058	12507	196446	13	6	0	0	7.0	2
1294750	1322	196443	25	7	0	0	8.0	2
686757	4026	196020	133	53	4	0	7.6667	3
1294002	5914	195937	65	40	0	0	9.0	2
1357027	1984	195877	9	1	0	0	6.5	2
1089085	4333	195161	169	85	10	0	9.0	2
1357125	722	194766	14	4	0	0	7.0	2
461012	15119	192921	880	532	13	0	0.0	0
1357123	624	192577	16	6	0	0	7.5	2
1023273	26786	191763	128	61	7	1	8.0	1
1119407	5250	191711	80	46	4	0	7.0	2
89805	1198	191623	25	7	0	0	8.0	2
25244	12307	191283	1152	684	8	0	8.0	1
1053842	9067	190781	137	89	1	0	8.0	2
1151409	6540	189616	75	47	5	0	0.0	0
1180633	96244	188926	75	40	3	0	0.0	0
461015	9088	188793	846	525	12	0	8.0	2
1320573	1305	187883	39	18	0	0	7.6667	3
1169734	52995	187745	261	129	0	0	8.0	3
362403	10313	187656	73	23	0	0	8.6667	3
12304	13596	186926	1512	1024	8	0	8.6667	3
1078389	11485	186191	109	61	4	0	8.0	2
187623	4589	185995	219	123	2	0	8.0	2
285485	8217	185645	151	87	2	2	8.0	2
1357132	1127	185032	11	3	0	0	7.0	2
1162101	43650	184724	1296	800	17	0	8.0	3
353494	4414	184514	339	174	0	0	8.0	2
1338036	2844	183391	54	31	0	0	9.0	2
359660	12949	182914	101	40	0	0	8.0	2
1307839	18003	181531	192	115	0	0	8.0	1
577043	1964	181464	22	8	0	0	6.0	1
1357021	860	180968	12	3	0	0	6.5	2
1341055	7335	180681	12	4	0	0	7.0	2
439182	10597	180289	155	88	15	0	8.0	2
285486	9273	179142	193	112	4	0	8.0	2
1327738	1819	178657	19	8	0	0	0.0	0
945206	6311	178578	112	62	0	0	8.0	2
178481	4326	178473	45	17	1	1	8.0	2
6728	5249	177453	858	583	1	1	8.0	2
415591	11766	176736	214	124	2	0	8.0	2
1051208	3717	176691	81	39	4	0	8.0	2
1254636	7712	175181	118	66	2	0	8.0	2
43881	7690	174059	1320	907	6	0	8.0	2
1119019	9284	173979	84	46	2	0	8.0	2
168656	29099	173142	151	78	0	0	8.0	2
43989	3200	172858	151	84	3	0	8.0	2
304772	2811	172626	132	70	0	0	8.0	2
686857	3337	171782	114	47	1	0	8.0	2
1051204	3391	171052	101	50	2	0	8.0	2
66944	5024	171003	985	674	6	0	7.0	2
686755	6261	170069	129	55	1	0	6.0	4
1294000	3499	169374	41	23	0	0	8.5	2
11773	6709	169209	230	142	5	0	8.0	2
15164	27399	169127	1849	1333	12	2	7.0	2
1169705	66796	167846	492	270	9	0	8.0	3
1221997	16179	167221	329	156	4	0	10.0	2
305164	1381	166977	94	42	1	0	7.0	2
1412344	18015	166839	382	245	0	0	8.0	1
172017	15376	166485	334	187	5	2	8.0	2
1023279	6753	166397	98	45	9	1	6.3333	3
132278	3418	166377	52	22	2	0	4.0	3
271119	4934	166295	41	22	0	0	8.0	2
418240	8761	166194	56	32	0	0	5.6667	3
1116697	13138	165911	35	12	2	0	0.0	0
1294003	4432	165277	75	41	0	0	9.0	2
786940	10407	164595	508	280	2	0	8.0	2
1294004	4855	164461	57	35	0	0	9.0	2
362386	2916	164269	89	48	1	0	8.0	2
1390730	52447	163907	450	271	0	0	7.5	2
66943	7812	163418	1042	704	5	0	7.0	2
686752	4574	163258	104	36	2	0	8.0	2
686758	7744	162975	93	37	0	0	8.0	2
686756	2323	162808	95	37	3	0	8.0	2
388822	3144	162712	62	34	1	0	8.0	1
260842	8732	162299	514	257	5	0	6.6667	3
359656	7098	162223	115	56	2	0	8.6667	3
1051193	3826	161564	97	50	3	0	9.0	4
1402650	68427	161240	740	517	0	0	6.0	1
168644	12075	161163	101	51	0	0	8.0	2
191044	2995	161025	103	49	0	0	8.0	2
1296596	5580	159973	26	9	0	0	10.0	1
95412	8569	159904	212	135	4	0	0.0	0
1014954	26260	159324	244	138	1	0	8.0	2
1115100	50813	159256	141	55	42	2	8.3333	3
1066204	10960	158681	336	204	8	0	8.0	3
260843	6341	158542	395	194	4	1	8.0	2
95393	6702	158535	220	140	7	0	0.0	0
686753	4434	158475	126	51	1	0	8.0	2
146590	13938	158321	297	129	4	1	9.25	4
437794	933	158176	135	69	0	0	8.0	2
1336413	6052	157834	16	3	0	0	7.0	2
1338032	8660	157568	116	79	0	0	9.0	2
1162021	5074	156999	138	73	3	0	8.0	2
1169729	37857	156845	291	147	1	0	9.0	3
40635	3553	156337	108	42	6	1	8.0	2
359662	6160	156148	95	41	2	0	8.6667	3
26431	26123	155979	1220	693	5	0	8.0	2
168674	10347	155668	86	47	0	0	8.0	2
1169706	49520	155469	431	236	5	0	8.6667	3
1169708	58271	155089	417	229	2	0	8.0	4
457083	4468	154776	480	275	5	2	6.0	1
15166	15879	154729	1793	1330	10	2	7.3333	3
7246	28966	154602	776	545	13	6	8.4	5
402060	38192	154101	849	422	4	0	8.0	1
1272521	8898	153939	185	124	0	0	9.0	2
359655	5905	153699	100	41	3	0	8.6667	3
76661	3486	153644	524	326	2	0	8.0	2
1293998	3485	153336	63	31	0	0	6.5	4
145970	5561	152909	563	402	3	2	8.0	2
1235600	15848	152730	252	132	1	0	8.0	2
415050	14775	152469	1082	594	4	0	8.3333	3
786935	9366	152064	478	281	2	0	8.0	1
304771	37447	151488	114	52	3	1	8.0	2
1195350	1128	151211	16	3	0	0	8.0	1
73155	8895	150501	1128	762	8	0	7.0	2
1053843	10182	150462	169	116	1	0	8.0	2
1151403	2640	150408	97	59	0	0	8.0	1
1195319	3414	150288	35	16	0	0	8.0	1
43986	6380	149037	155	84	1	0	8.0	2
457113	11681	148923	476	269	0	0	6.0	1
31207	3862	148729	164	105	2	1	7.0	2
206578	1015	148014	56	23	1	0	8.0	2
1143011	58140	147572	462	181	6	0	0.0	0
73149	42313	147435	1169	763	6	3	4.0	1
1210697	6800	147384	183	84	1	0	9.0	2
461019	26569	147294	897	543	12	0	7.0	2
145969	8603	147146	589	416	1	2	8.0	2
437789	1074	146780	139	73	0	0	8.0	2
305165	1733	146738	84	41	1	1	8.0	2
1051200	2643	146454	89	41	2	0	8.0	2
24020	3647	146413	154	92	2	0	7.0	2
458252	13322	146377	123	61	1	0	0.0	0
271112	3674	145865	47	24	1	0	7.0	2
285650	5653	145451	76	43	0	0	8.0	2
1113974	672	145300	28	14	2	0	8.0	1
1336433	1232	144544	12	3	0	0	7.0	2
327323	3488	144123	120	57	2	0	8.0	3
1051195	2874	143724	90	49	3	0	8.0	2
