track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
1347946	495	1569	8	2	0	0	0.0	0
1353559	541	1569	3	1	0	0	3.0	1
1134033	692	1569	5	1	0	0	0.0	0
1381526	245	1568	9	6	0	0	0.0	0
1349961	598	1567	4	0	0	0	0.0	0
1133082	589	1566	12	5	0	0	0.0	0
1304469	1050	1566	2	0	0	0	0.0	0
1393224	393	1566	5	2	0	0	0.0	0
1052152	740	1566	6	2	0	0	0.0	0
1066145	848	1565	5	2	0	0	6.0	1
1375903	3296	1565	1	0	0	0	2.6667	3
1350824	1075	1564	2	1	0	0	2.0	1
1285318	1914	1563	1	0	0	0	0.0	0
1169424	1692	1563	1	1	0	0	0.0	0
1330054	352	1561	12	7	0	0	4.0	1
218711	209	1561	30	17	0	0	0.0	0
1335119	1537	1559	0	0	0	0	2.6667	3
1203968	1277	1558	4	3	0	0	0.0	0
219018	542	1557	22	14	0	0	0.0	0
1075141	351	1557	0	0	0	0	0.0	0
496282	367	1557	22	12	0	0	0.0	0
1136906	1286	1556	3	1	0	0	0.0	0
1168163	6234	1556	3	1	0	0	0.0	1
1164057	1884	1556	4	0	1	0	0.0	0
1045516	517	1556	8	4	1	0	8.0	1
1141684	352	1555	0	0	0	0	0.0	0
106004	251	1554	6	1	0	0	0.0	0
1139657	3206	1554	6	3	0	0	0.0	0
1302234	1822	1554	2	0	0	0	0.0	0
1388941	1459	1553	0	0	0	0	0.0	0
286041	936	1553	39	20	0	0	0.0	0
388234	1497	1552	3	1	0	0	0.0	0
1254735	536	1552	6	4	0	0	0.0	0
25803	667	1552	19	11	0	0	0.0	0
1081049	323	1551	5	0	0	0	0.0	0
218922	847	1551	24	15	0	0	0.0	0
1365285	1612	1551	0	0	0	0	0.0	0
1067071	3989	1551	3	3	1	0	0.0	0
1108282	576	1550	12	4	2	0	0.0	0
163775	1525	1549	71	39	0	0	0.0	0
362415	358	1549	48	31	0	0	0.0	0
1415833	445	1549	3	0	0	0	0.0	0
1183075	845	1548	3	1	0	0	0.0	0
1353542	1112	1548	11	4	0	0	3.0	1
1165448	579	1546	0	0	0	0	2.6667	3
1027906	1454	1545	11	2	0	0	0.0	0
1419107	278	1545	3	0	0	0	0.0	0
53317	494	1543	90	61	0	0	6.0	1
1342152	436	1542	3	2	0	0	0.0	0
1278731	753	1542	6	1	0	0	0.0	0
1381981	773	1542	6	1	0	0	8.0	1
1228713	567	1541	5	4	0	0	0.0	0
1353765	714	1541	4	1	0	0	3.0	1
1393233	1011	1541	8	3	0	0	0.0	0
1039363	719	1540	0	0	0	0	0.0	0
1307490	2456	1540	5	2	0	0	0.0	0
1367765	667	1540	4	1	0	0	0.0	0
1077773	724	1539	4	2	0	0	6.0	2
700675	576	1539	10	3	0	0	6.0	1
1081556	5562	1539	2	1	0	0	0.0	0
1097942	1617	1539	4	4	0	0	0.0	0
1388363	1371	1539	0	0	0	0	0.0	0
958809	786	1539	5	2	0	0	0.0	0
1194587	572	1538	19	14	2	0	0.0	0
1066895	343	1537	9	2	0	0	6.5	2
44721	1265	1537	41	16	0	0	0.0	0
224792	1289	1536	7	4	0	0	4.0	1
208280	906	1536	46	28	0	0	0.0	0
1353566	635	1536	7	2	0	0	3.0	1
1355266	715	1536	2	0	0	0	3.0	3
1367196	48707	1535	1	0	0	0	5.0	2
208496	1380	1535	16	11	0	0	0.0	0
1066135	443	1535	6	4	0	0	6.0	1
37232	554	1535	27	14	0	0	0.0	0
916752	481	1534	7	4	0	0	0.0	0
957931	576	1534	2	0	0	0	0.0	0
1348323	436	1533	6	3	0	0	0.0	0
1144730	596	1533	9	2	1	0	10.0	1
6151	402	1532	23	13	0	0	0.0	0
1419224	288	1532	8	8	0	0	0.0	0
6150	479	1531	20	13	0	0	0.0	0
1164050	1426	1531	5	3	1	0	0.0	0
1126853	1014	1530	1	0	0	0	0.0	0
468921	679	1528	10	5	0	0	0.0	0
1079633	10219	1528	0	0	0	0	0.0	0
1119574	607	1528	11	3	0	0	0.0	0
428580	1108	1528	2	0	0	0	0.0	0
1278741	467	1527	3	0	0	0	0.0	0
1388858	2330	1525	0	0	0	0	0.0	0
1398498	1067	1525	5	1	0	0	0.0	0
1314345	1811	1524	2	1	0	0	0.0	0
966564	439	1524	1	0	0	0	0.0	0
899878	740	1523	3	1	0	0	0.0	0
967233	2863	1523	5	0	0	0	0.0	0
1087022	613	1523	2	1	0	0	0.0	0
1166825	410	1522	4	1	0	0	2.6667	3
1277802	658	1522	6	2	0	0	0.0	0
1077776	730	1521	4	2	0	0	6.0	2
1280287	800	1520	6	2	0	0	0.0	0
1348725	432	1520	1	0	0	0	3.0	1
1098669	2331	1520	0	0	0	0	0.0	0
1301081	1993	1520	1	1	0	0	0.0	0
1353552	726	1519	6	2	0	0	3.0	1
1336311	1526	1518	11	6	0	0	4.5	2
1071948	864	1518	6	5	0	0	0.0	0
362412	803	1517	49	31	0	0	0.0	0
844694	416	1516	4	1	0	0	0.0	0
582653	2475	1514	47	26	0	0	0.0	0
952612	396	1514	1	0	0	0	0.0	0
400000	2121	1513	10	2	0	0	0.0	0
1304473	1176	1511	6	4	0	0	0.0	0
1280241	894	1511	5	2	1	0	0.0	0
200572	346	1511	8	6	0	0	0.0	0
1360446	802	1511	1	1	0	0	0.0	0
6152	649	1511	20	13	0	0	0.0	0
355161	690	1510	5	1	0	0	0.0	0
956536	185	1510	5	3	0	0	0.0	0
1198560	1309	1509	5	1	0	0	0.0	0
407636	1086	1508	11	6	0	0	0.0	0
1324676	387	1508	8	5	0	0	0.0	0
1256659	1624	1508	1	1	0	0	0.0	0
1329321	1310	1507	3	1	0	0	0.0	1
1137817	429	1507	0	0	0	0	0.0	0
1335152	1537	1507	0	0	0	0	2.6667	3
218888	163	1505	25	16	0	0	8.0	1
1324673	965	1505	4	2	0	0	0.0	0
1153708	682	1504	3	0	0	0	0.0	0
903815	676	1503	11	2	0	0	0.0	0
1162605	731	1501	4	1	0	0	0.0	0
1192421	1434	1501	9	5	0	0	0.0	0
1137407	202	1500	0	0	0	0	0.0	0
1015414	581	1500	1	0	0	0	0.0	0
1277088	643	1499	6	1	0	0	6.0	1
1066147	372	1499	9	5	0	0	6.0	1
219010	219	1499	23	14	0	0	8.0	1
1406567	1480	1498	6	3	0	0	0.0	0
346278	403	1497	44	29	0	0	0.0	0
1277114	767	1496	4	0	0	0	0.0	0
1355195	2349	1496	4	4	0	0	7.3333	3
1077814	485	1496	5	2	0	0	6.0	2
1299815	655	1496	6	4	0	0	7.0	2
1031325	402	1494	2	0	0	0	0.0	0
208300	969	1494	15	11	0	0	0.0	0
261775	607	1493	4	3	0	0	0.0	0
1119661	421	1493	5	4	0	0	0.0	0
1227904	985	1492	4	2	0	0	0.0	0
941406	1629	1492	3	0	0	0	0.0	0
1168492	773	1492	2	0	0	0	0.0	0
1406698	1257	1492	10	5	0	0	0.0	0
1299804	513	1491	11	5	0	0	0.0	0
492103	1135	1491	3	1	0	0	0.0	0
1370673	784	1490	5	2	0	0	6.0	2
1080087	768	1489	1	0	0	0	0.0	0
1354442	874	1489	10	5	0	0	0.0	0
1143043	2761	1489	0	0	0	0	4.0	1
1350976	382	1488	4	2	0	0	2.0	1
208189	1265	1487	11	6	0	0	0.0	0
936436	862	1487	7	3	1	0	0.0	0
1381531	463	1486	4	3	0	0	0.0	0
49493	1398	1486	11	3	0	0	0.0	0
219020	187	1486	24	15	0	0	10.0	1
582671	1183	1485	44	26	0	0	0.0	0
1217305	730	1485	1	0	0	0	0.0	0
1222613	1985	1485	4	2	0	0	0.0	0
939815	368	1484	6	1	1	0	0.0	0
1282633	1769	1484	3	1	0	0	8.0	1
1357131	988	1484	5	0	0	0	7.0	2
428559	751	1483	3	1	0	0	0.0	0
1265929	841	1482	8	4	0	0	0.0	0
956539	319	1482	4	2	0	0	0.0	0
1316328	752	1482	1	0	0	0	0.0	0
182485	874	1481	19	12	0	0	0.0	0
199280	460	1480	22	14	0	0	0.0	0
401453	290	1480	5	3	0	0	0.0	0
1283764	229	1479	1	0	0	0	0.0	0
1116401	920	1479	13	5	1	0	0.0	0
1255088	312	1478	7	1	0	0	0.0	0
1149470	1978	1477	0	0	0	0	0.0	0
1150483	841	1477	2	0	0	0	0.0	0
1132279	640	1475	9	4	1	0	0.0	0
1361451	343	1475	7	3	0	0	0.0	0
1278747	3181	1475	3	0	0	0	0.0	0
1154994	3528	1474	0	0	0	0	0.0	0
1238031	456	1473	2	1	1	0	2.6667	3
1381977	699	1472	9	5	0	0	0.0	0
1398146	322	1472	9	5	0	0	0.0	0
1294199	281	1471	1	0	0	0	0.0	0
1071853	510	1471	3	2	0	0	0.0	0
1356346	1346	1470	8	4	0	0	6.5	2
1349034	1034	1470	3	2	0	0	3.0	1
1409343	554	1470	12	3	0	0	0.0	0
936454	1738	1469	4	1	0	0	0.0	0
984513	415	1469	6	3	0	0	0.0	0
36353	190	1468	9	4	0	0	0.0	0
1223297	513	1468	7	3	0	0	2.6667	3
1304468	2664	1467	7	2	0	0	0.0	0
6153	436	1467	20	13	0	0	0.0	0
1348079	1008	1466	2	2	0	0	3.0	1
1056043	542	1465	6	3	0	0	0.0	0
37238	1023	1464	28	15	0	0	0.0	0
1137241	1168	1463	10	3	0	0	0.0	0
1162612	642	1463	5	2	0	0	0.0	0
1288068	1193	1463	5	1	0	0	0.0	0
967238	1742	1463	6	1	0	0	0.0	0
1306033	1466	1462	7	2	0	0	0.0	0
952613	303	1462	2	0	0	0	0.0	0
1108284	304	1462	5	3	0	0	0.0	0
1192426	1115	1461	6	3	0	0	0.0	0
899875	1239	1457	4	2	0	0	0.0	0
17482	339	1455	271	246	0	0	0.0	0
1116403	1013	1455	12	6	2	0	0.0	0
1056059	501	1455	0	0	0	0	0.0	0
401457	922	1454	7	4	0	0	0.0	0
1327028	1702	1453	5	3	0	0	6.0	2
1214848	963	1453	3	0	0	0	0.0	0
1288077	1548	1451	5	2	0	0	0.0	0
224793	2013	1449	5	3	0	0	0.0	0
1414689	638	1449	3	1	0	0	0.0	0
1063335	1299	1449	4	1	0	0	6.0	1
976792	526	1449	9	5	1	0	0.0	0
1090983	2677	1449	4	3	0	0	0.0	0
523751	274	1448	23	15	0	0	0.0	0
1419105	212	1447	2	0	0	0	0.0	0
1135811	282	1446	1	0	0	0	0.0	0
1277085	411	1446	6	1	0	0	0.0	0
1304474	2395	1445	4	2	0	0	0.0	0
1311374	2500	1444	4	0	0	0	0.0	0
163777	406	1444	70	39	0	0	0.0	0
1348757	581	1444	3	0	0	0	3.0	1
459146	170	1443	7	2	0	0	0.0	0
1375975	3040	1442	5	2	0	0	0.0	0
1077779	1013	1441	4	3	0	0	6.0	2
341650	139	1440	4	1	0	0	0.0	0
1299811	1105	1440	12	5	0	0	0.0	0
1344393	1254	1439	3	1	0	0	5.0	2
235452	396	1438	9	6	0	0	0.0	0
1239740	737	1437	6	2	1	0	0.0	0
1327884	294	1437	8	4	0	0	0.0	0
1153115	411	1437	1	0	0	0	0.0	0
1160046	1567	1436	0	0	0	0	4.0	1
1017173	330	1436	10	2	1	0	0.0	0
1412470	473	1435	11	3	0	0	0.0	0
1356869	889	1434	5	1	0	0	6.5	2
1350307	2551	1434	3	1	0	0	0.0	0
454764	980	1431	8	4	1	0	0.0	0
1095027	452	1430	0	0	0	0	0.0	0
1212535	612	1429	8	5	1	0	0.0	0
218726	1025	1425	30	17	0	0	0.0	0
1277790	1031	1425	4	1	0	0	0.0	0
1081056	2015	1424	2	0	0	0	0.0	0
1354443	505	1422	15	9	0	0	0.0	0
1277843	2663	1422	2	0	0	0	0.0	0
1087026	640	1422	3	0	0	0	0.0	0
211551	914	1421	12	3	0	0	0.0	0
1307512	2901	1421	1	0	0	0	0.0	0
1409401	609	1420	16	8	0	0	0.0	0
1413466	423	1420	11	6	0	0	6.0	1
1335361	1413	1419	2	1	0	0	2.6667	3
109789	379	1419	56	36	0	0	0.0	0
1191166	1236	1418	3	0	0	0	0.0	0
1097060	247	1416	4	2	0	0	0.0	0
967228	1509	1415	6	1	0	0	0.0	0
218714	617	1415	29	17	0	0	0.0	0
1349696	402	1413	6	3	0	0	0.0	0
1351047	590	1413	1	0	0	0	5.0	2
180189	294	1411	45	29	0	0	0.0	0
1169435	3109	1410	0	0	0	0	0.0	0
1279774	1287	1410	3	1	0	0	0.0	0
1119119	128	1410	0	0	0	0	0.0	0
523757	358	1409	21	13	0	0	0.0	0
1154252	550	1409	3	0	0	0	0.0	0
941404	2135	1409	2	0	0	0	0.0	0
1150490	1227	1407	2	0	0	0	0.0	0
1135471	411	1406	8	3	1	0	0.0	0
123289	430	1406	7	2	0	0	2.0	1
1154997	2383	1404	0	0	0	0	0.0	0
1150142	312	1404	38	36	1	0	0.0	0
1386919	1459	1402	1	1	0	0	2.0	3
1367769	769	1400	6	4	0	0	0.0	0
1370658	652	1400	8	3	0	0	6.0	2
1168782	348	1399	10	6	0	0	0.0	0
1324758	488	1399	4	3	0	0	6.0	2
1344321	897	1398	0	0	0	0	2.0	3
1375904	2212	1397	3	0	0	0	2.6667	3
936453	1110	1396	3	1	2	0	0.0	0
1137240	912	1396	9	2	0	0	0.0	0
25804	550	1396	17	11	0	0	0.0	0
1354142	748	1395	4	1	0	0	3.0	1
1077824	1035	1394	7	4	0	0	0.0	0
1228624	551	1394	2	0	0	0	0.0	0
1204440	2834	1394	1	1	0	0	0.0	0
1103091	906	1393	3	2	0	0	0.0	0
844697	544	1393	7	2	0	0	0.0	0
1085234	1627	1393	0	0	0	0	0.0	0
1288073	985	1392	2	0	0	0	0.0	0
899874	1268	1392	4	2	0	0	0.0	0
492112	391	1392	3	1	0	0	0.0	0
361347	1050	1392	7	3	0	0	0.0	0
1045156	680	1391	5	0	0	0	6.0	1
1088841	5821	1391	1	0	0	0	0.0	0
1347896	471	1389	3	2	0	0	0.0	0
235905	835	1388	48	32	0	0	0.0	0
1134041	550	1388	7	1	0	0	2.0	2
318671	1396	1387	10	5	0	0	0.0	0
969494	293	1387	1	0	0	0	0.0	0
1294772	361	1386	10	4	0	0	0.0	0
1406568	1186	1386	6	3	0	0	0.0	0
1034453	1474	1386	3	1	1	0	0.0	0
676068	399	1386	16	5	0	0	0.0	0
1153117	485	1385	1	0	1	0	0.0	0
1039631	192	1385	4	2	0	0	0.0	0
1242776	303	1384	3	1	0	0	0.0	0
1288072	1288	1384	4	1	0	0	0.0	0
1088953	869	1383	2	0	0	0	0.0	0
1419228	988	1381	13	10	0	0	0.0	0
1150491	646	1380	3	1	0	0	0.0	0
37234	310	1380	31	15	0	0	0.0	0
235048	307	1378	37	18	0	0	0.0	0
225616	544	1378	66	41	0	0	0.0	0
1278717	1236	1377	3	1	0	0	0.0	0
1087025	618	1375	8	3	0	0	6.0	1
1307487	1986	1374	2	1	0	0	0.0	0
37230	258	1374	28	14	0	0	0.0	0
1408963	1533	1374	12	2	0	0	0.0	0
936438	1254	1373	1	0	0	0	0.0	0
1351057	869	1373	3	2	0	0	2.0	1
1126715	553	1373	4	2	0	0	6.0	1
1419279	1229	1373	7	6	0	0	0.0	0
1045088	968	1373	3	1	0	0	7.0	1
208188	600	1372	10	6	0	0	0.0	0
1116089	1124	1371	4	2	0	0	0.0	0
1183079	1072	1370	5	0	0	0	0.0	0
1337795	348	1370	3	0	0	0	0.0	0
496343	331	1370	21	11	0	0	0.0	0
1344396	4073	1367	2	1	0	0	5.0	2
1177792	2355	1365	1	0	0	0	0.0	0
582665	1534	1365	42	25	0	0	0.0	0
496352	360	1365	22	11	0	0	0.0	0
1227498	351	1365	7	7	0	0	0.0	1
1044775	934	1364	1	0	0	0	0.0	0
262716	612	1364	4	2	0	0	0.0	0
967241	1590	1363	4	0	0	0	0.0	0
734509	943	1362	12	9	0	0	0.0	0
1228625	1514	1362	2	0	0	0	0.0	0
208187	424	1362	11	6	0	0	0.0	0
1277733	473	1362	4	1	0	0	0.0	0
1227922	621	1361	6	4	0	0	0.0	0
1277818	444	1361	4	1	0	0	0.0	0
401449	743	1359	6	3	0	0	0.0	0
1393217	217	1358	7	2	0	0	0.0	0
541015	251	1358	14	8	0	0	0.0	0
1144724	649	1358	5	2	1	0	0.0	0
1350823	828	1357	4	1	0	0	2.0	1
1162029	621	1357	1	0	0	0	0.0	0
965789	464	1356	0	0	0	0	0.0	0
1198561	1061	1355	5	2	0	0	0.0	0
219021	488	1354	29	15	0	0	0.0	0
1322917	511	1353	15	9	0	0	6.0	2
956538	296	1353	5	2	0	0	0.0	0
1275609	546	1353	6	4	0	0	0.0	0
541095	329	1352	11	6	0	0	0.0	0
1240417	768	1352	1	1	0	0	0.0	0
1327319	2478	1352	85	84	0	0	2.6667	3
1410145	508	1351	10	3	0	0	0.0	0
212009	396	1351	91	51	0	0	0.0	0
1087021	357	1351	5	3	0	0	0.0	0
1179167	522	1350	0	0	0	0	0.0	0
1252013	300	1350	1	0	0	0	0.0	0
1277829	752	1349	4	1	0	0	0.0	0
1389032	1600	1349	5	3	0	0	0.0	0
1395314	643	1349	3	1	0	0	6.0	2
1271422	3417	1348	0	0	0	0	0.0	0
1045159	893	1348	0	0	0	0	8.0	1
1283758	243	1347	2	1	0	0	0.0	0
246930	499	1347	10	5	1	0	0.0	0
1358436	1513	1346	4	0	0	0	0.0	0
1395310	637	1346	4	2	0	0	6.0	2
1166818	1516	1346	0	0	0	0	2.6667	3
1165475	1199	1345	6	3	0	0	2.6667	3
1198577	5789	1345	3	1	0	0	0.0	0
1364685	593	1344	0	0	0	0	0.0	0
49490	152	1344	12	3	0	0	0.0	0
246688	228	1344	7	4	0	0	4.0	1
1183074	525	1343	1	0	0	0	0.0	0
1168162	6610	1342	3	1	0	0	0.0	1
1071927	517	1342	5	3	0	0	0.0	0
1375899	1866	1341	1	0	0	0	2.6667	3
956544	571	1341	4	2	0	0	0.0	0
341642	263	1340	5	2	0	0	0.0	0
966567	1937	1340	0	0	0	0	0.0	0
1277107	1952	1339	4	0	0	0	0.0	0
1340367	1083	1338	2	1	0	0	0.0	0
1174412	983	1338	8	4	0	0	0.0	0
1150488	446	1338	1	0	0	0	0.0	0
1352149	330	1337	6	3	0	0	0.0	0
429859	624	1337	2	0	0	0	0.0	0
998029	195	1337	3	0	0	0	0.0	0
1198557	951	1336	2	1	0	0	0.0	0
218719	438	1336	29	17	0	0	0.0	0
1353448	460	1335	5	3	0	0	3.0	1
1349963	782	1334	5	1	0	0	0.0	0
853881	365	1334	11	2	0	0	0.0	0
1315719	548	1334	4	3	0	0	6.0	1
606115	348	1334	18	10	0	0	0.0	0
743018	974	1333	13	6	0	0	0.0	0
1119113	126	1332	0	0	0	0	0.0	0
1144721	250	1332	7	2	1	0	0.0	0
1196347	1528	1331	2	0	0	0	0.0	0
1240411	928	1331	3	2	0	0	0.0	0
1153113	828	1331	3	1	1	0	0.0	0
1277698	576	1331	3	1	0	0	0.0	0
1370791	1408	1331	2	0	0	0	0.0	0
1304006	809	1330	3	1	0	0	0.0	0
1277842	743	1329	5	0	0	0	0.0	0
1277709	278	1329	1	0	0	0	0.0	0
1326941	951	1328	4	2	0	0	5.0	2
1214847	2601	1328	0	0	0	0	10.0	1
1348114	371	1326	10	2	0	0	0.0	0
1352912	1013	1324	0	0	0	0	3.0	1
1413465	720	1324	15	9	0	0	6.0	1
969493	296	1324	2	1	0	0	0.0	0
1382980	630	1324	6	3	0	0	0.0	0
1391333	316	1324	8	1	0	0	3.0	1
1041717	321	1324	0	0	0	1	0.0	0
1133078	716	1322	14	5	0	0	0.0	0
936446	1428	1321	3	1	0	0	0.0	0
1304003	675	1320	3	1	0	0	0.0	0
1354590	967	1318	4	3	0	0	0.0	0
1034361	415	1318	0	0	0	0	0.0	0
373175	792	1317	13	9	0	0	0.0	0
1347851	546	1316	4	2	0	0	5.0	1
1352359	343	1315	9	3	0	0	0.0	0
1055913	669	1314	9	4	0	0	0.0	0
1398502	824	1314	3	0	0	0	0.0	0
1021384	1503	1313	5	2	0	0	0.0	0
1344443	485	1312	3	3	0	0	4.0	1
1371865	2214	1311	5	1	0	0	0.0	0
439630	641	1310	49	31	0	0	5.0	2
1407675	2304	1310	0	0	0	0	2.0	2
1353778	585	1310	4	3	0	0	3.0	1
111963	497	1309	53	34	0	0	0.0	0
1398154	380	1307	1	0	0	0	0.0	0
1419419	489	1307	1	0	0	0	4.0	1
1348038	528	1305	6	2	0	0	0.0	0
1182878	2486	1305	0	0	0	0	0.0	0
1398799	313	1304	7	3	0	0	0.0	0
1136898	824	1302	1	0	0	0	0.0	0
409720	819	1302	4	1	0	0	0.0	0
496411	468	1301	23	12	1	0	0.0	0
1222501	1071	1301	3	1	0	0	0.0	0
774086	205	1301	4	0	0	0	0.0	0
1419230	689	1300	14	12	0	0	0.0	0
1097056	345	1299	4	1	1	0	0.0	0
1354439	1128	1298	2	0	0	0	0.0	0
1174415	1389	1298	2	1	0	0	0.0	0
1408984	261	1298	5	2	0	0	0.0	0
1294825	347	1297	8	2	0	0	0.0	0
1375972	799	1296	5	0	0	0	0.0	0
1412339	1155	1296	6	1	0	0	0.0	0
361338	742	1296	4	2	0	0	0.0	0
1039777	461	1295	15	12	2	0	0.0	0
1088842	2212	1294	1	0	0	0	0.0	0
972767	407	1294	4	3	0	0	0.0	0
511195	615	1294	97	41	0	0	0.0	0
36351	163	1294	9	4	0	0	0.0	0
218902	231	1293	24	16	1	0	0.0	0
1409403	994	1293	27	15	0	0	0.0	0
1038268	282	1292	1	1	0	0	0.0	0
1288069	844	1292	4	0	0	0	0.0	0
1088835	3499	1291	0	0	0	0	0.0	0
1168491	686	1291	2	1	0	0	0.0	0
1412330	658	1291	4	0	0	0	0.0	0
1183077	1251	1290	1	0	0	0	0.0	0
970884	1516	1288	3	1	0	1	0.0	0
1077825	444	1287	4	2	0	0	0.0	0
1066898	573	1287	5	2	1	0	7.0	1
1304481	1165	1287	5	3	0	0	0.0	0
1354577	2395	1286	2	0	0	0	0.0	0
1176150	581	1285	1	0	0	0	5.0	2
1203966	438	1285	2	1	0	0	0.0	0
439691	2061	1285	49	31	0	0	0.0	0
921934	3463	1284	8	3	1	0	0.0	0
1096127	818	1283	2	0	0	0	0.0	0
1154249	491	1283	5	4	0	0	0.0	0
1108285	507	1282	10	3	1	0	0.0	0
1208250	719	1282	3	1	0	0	0.0	0
1372870	573	1281	3	1	0	0	0.0	0
1079321	546	1280	0	0	0	0	0.0	0
1282631	1540	1280	3	1	0	0	0.0	0
176519	801	1278	12	5	0	0	0.0	0
402321	257	1278	6	2	0	0	0.0	0
341648	2919	1277	4	1	0	0	0.0	0
1372875	751	1276	4	2	0	0	0.0	0
589344	3652	1276	6	3	0	0	0.0	0
1372867	1293	1276	4	2	0	0	0.0	0
1090979	741	1276	7	4	0	0	0.0	0
1361452	372	1276	3	2	0	0	0.0	0
225614	365	1275	68	41	0	0	0.0	0
1231346	1646	1275	12	4	0	0	8.0	1
208283	539	1273	49	28	0	0	0.0	0
428567	1579	1272	2	0	0	0	0.0	0
1174419	618	1272	8	3	1	0	0.0	0
496364	405	1271	21	11	0	0	0.0	0
966560	585	1270	0	0	0	0	0.0	0
1090041	415	1269	3	0	0	0	0.0	0
6154	424	1269	21	13	0	0	0.0	0
1125757	197	1269	2	0	0	0	0.0	0
1350975	225	1267	3	2	0	0	2.0	1
1105872	733	1267	1	0	0	0	0.0	0
1098080	1809	1267	1	0	0	0	5.0	2
235050	687	1267	34	16	0	0	0.0	0
1287556	1186	1267	7	2	0	0	0.0	0
1303999	3044	1266	0	0	0	0	0.0	0
577325	373	1266	9	5	1	0	0.0	0
1344332	513	1264	15	7	0	0	5.0	2
429055	252	1263	13	5	0	0	0.0	0
22879	346	1261	28	18	0	0	0.0	0
1153108	812	1260	3	1	0	0	0.0	0
496357	421	1260	21	11	0	0	0.0	0
970849	1557	1259	1	0	0	0	0.0	0
1315724	241	1259	7	6	0	0	6.0	1
1174377	2727	1258	4	2	0	0	0.0	0
1141677	476	1256	6	1	0	0	0.0	0
1058154	258	1255	1	1	0	0	0.0	0
1372871	2461	1255	3	1	0	0	0.0	0
218704	258	1254	42	28	0	0	0.0	0
1350135	453	1253	3	0	0	0	0.0	0
1165636	2930	1253	1	1	1	0	0.0	0
1372876	898	1253	4	2	0	0	0.0	0
218722	257	1252	31	17	0	0	0.0	0
1088830	1101	1252	0	0	0	0	0.0	0
191383	240	1252	9	6	0	0	0.0	0
1228759	774	1251	6	2	1	0	0.0	0
262723	395	1250	7	2	0	0	0.0	0
1416001	334	1249	3	1	0	0	0.0	0
251276	507	1248	42	29	1	0	0.0	0
1385119	291	1248	5	1	0	0	0.0	0
1217299	1866	1247	1	0	0	0	0.0	0
212014	599	1246	85	50	0	0	0.0	0
260812	705	1246	64	42	0	0	0.0	0
1279789	1335	1246	2	0	0	0	0.0	0
713967	708	1246	6	4	0	0	0.0	0
1137242	388	1246	7	3	1	0	0.0	0
1146588	967	1245	0	0	0	0	0.0	0
262722	291	1244	4	2	0	0	0.0	0
318508	471	1244	19	11	0	0	0.0	0
541013	286	1244	11	6	0	0	0.0	0
1341459	1259	1244	0	0	0	0	5.0	2
1369049	205	1244	3	0	0	0	0.0	0
22878	266	1244	26	17	0	0	0.0	0
1277831	1537	1243	3	0	0	0	0.0	0
25807	502	1242	17	11	0	0	0.0	0
1281920	2134	1242	3	1	0	0	0.0	0
1336319	1907	1239	11	5	0	0	4.5	2
219012	362	1239	24	15	0	0	0.0	0
1227931	1986	1238	0	0	1	0	0.0	0
1226202	2219	1238	4	1	0	0	0.0	0
1354441	1726	1238	2	2	0	0	0.0	0
1410144	921	1238	3	3	0	0	0.0	0
676069	589	1237	14	5	0	0	0.0	0
1397744	408	1237	6	2	0	0	0.0	0
1417887	309	1236	5	3	0	0	0.0	0
160068	850	1235	34	17	0	0	6.0	1
143951	344	1235	46	30	1	0	0.0	0
1343402	917	1234	0	0	0	0	2.6667	3
1417885	304	1233	2	2	0	0	0.0	0
1277109	443	1233	4	1	0	0	0.0	0
1136896	833	1233	2	1	0	0	0.0	0
341646	229	1233	4	1	0	0	0.0	0
1136897	761	1232	3	1	0	0	0.0	0
1119039	1018	1231	5	3	0	0	0.0	0
1381314	1400	1231	5	4	0	0	0.0	0
1144725	1029	1231	4	1	1	0	0.0	0
1041938	203	1231	2	1	0	0	0.0	0
1340348	100	1230	2	1	0	0	0.0	0
1198563	2112	1230	2	1	1	0	0.0	0
116626	424	1230	4	0	0	0	0.0	0
1132141	410	1229	9	2	0	0	0.0	0
1321483	469	1229	0	0	0	0	0.0	0
1090985	856	1229	6	4	0	0	0.0	0
1041944	205	1228	4	1	0	0	0.0	0
1349618	810	1228	0	0	0	0	6.0	2
1179049	583	1227	0	0	0	0	0.0	0
1056746	1322	1227	11	5	1	0	10.0	1
260810	860	1225	63	42	0	0	0.0	0
1041459	396	1224	0	0	0	0	0.0	0
1056045	370	1223	2	0	0	0	0.0	0
1381316	898	1223	1	1	0	0	0.0	0
1299803	239	1221	6	5	0	0	0.0	0
1241779	372	1221	7	2	0	0	0.0	0
1365239	2621	1221	0	0	0	0	0.0	0
1133483	325	1220	8	3	0	0	0.0	0
1053930	1386	1220	1	0	0	0	0.0	0
1194583	349	1219	25	24	3	0	0.0	0
1279245	597	1219	3	1	0	0	8.0	1
1275612	548	1218	11	5	0	0	0.0	0
1356340	302	1218	9	2	0	0	6.5	2
218940	887	1217	23	15	0	0	0.0	0
1045157	3039	1217	0	0	0	0	0.0	0
439632	763	1216	47	30	0	0	5.0	2
1288078	560	1215	7	2	0	0	0.0	0
1056061	1298	1212	3	1	0	0	0.0	0
1380150	213	1212	4	1	0	0	0.0	0
1079991	650	1210	8	3	0	0	8.0	1
318670	779	1208	9	5	0	0	0.0	0
